customer_id,first_name,last_name,date_of_birth,signup_date
338,Emily,Johnson,1990-03-20,2020-01-01
339,Chris,Smith,1970-01-01,2024-05-30
340,Alex,Johnson,1970-01-01,2020-01-01
341,Jane,Wilson,1990-03-20,2022-03-20
342,Emily,Wilson,2010-05-30,2020-01-01
343,Emily,Brown,2010-05-30,2024-05-30
344,Emily,Brown,1980-02-15,2021-02-15
345,Alex,Brown,2010-05-30,2022-03-20
346,Emily,Smith,1980-02-15,2021-02-15
347,Chris,Johnson,1970-01-01,2024-05-30
348,Jane,Doe,1970-01-01,2022-03-20
349,Alex,Johnson,1990-03-20,2023-04-25
350,Chris,Wilson,1970-01-01,2020-01-01
351,Alex,Brown,1970-01-01,2023-04-25
352,Jane,Smith,1980-02-15,2023-04-25
353,John,Wilson,1990-03-20,2024-05-30
354,Alex,Brown,1980-02-15,2022-03-20
355,Emily,Doe,2000-04-25,2023-04-25
356,Jane,Brown,2000-04-25,2022-03-20
357,John,Brown,1980-02-15,2023-04-25
358,Emily,Smith,1980-02-15,2020-01-01
359,Chris,Johnson,1990-03-20,2020-01-01
360,Chris,Doe,2010-05-30,2022-03-20
361,Emily,Smith,2000-04-25,2020-01-01
362,Chris,Brown,2000-04-25,2023-04-25
363,Alex,Brown,2000-04-25,2020-01-01
364,Emily,Doe,2000-04-25,2023-04-25
365,John,Wilson,1980-02-15,2023-04-25
366,Jane,Wilson,1980-02-15,2020-01-01
367,Jane,Brown,1980-02-15,2020-01-01
368,Alex,Doe,1990-03-20,2024-05-30
369,Alex,Doe,2000-04-25,2023-04-25
370,Alex,Smith,1970-01-01,2022-03-20
371,Alex,Brown,1970-01-01,2022-03-20
372,Jane,Brown,2000-04-25,2023-04-25
373,John,Johnson,2010-05-30,2020-01-01
374,Chris,Wilson,1980-02-15,2023-04-25
375,Jane,Johnson,1990-03-20,2023-04-25
376,Jane,Brown,1990-03-20,2022-03-20
377,John,Doe,2000-04-25,2022-03-20
378,John,Smith,1990-03-20,2020-01-01
379,Chris,Johnson,1990-03-20,2024-05-30
380,Alex,Brown,2000-04-25,2022-03-20
381,Alex,Doe,2010-05-30,2021-02-15
382,Chris,Doe,2010-05-30,2020-01-01
383,Jane,Doe,1980-02-15,2021-02-15
384,Chris,Brown,2010-05-30,2023-04-25
385,Alex,Doe,1990-03-20,2023-04-25
386,Emily,Wilson,1980-02-15,2023-04-25
387,Alex,Brown,2010-05-30,2020-01-01
388,Emily,Wilson,1970-01-01,2023-04-25
389,John,Brown,2010-05-30,2021-02-15
390,John,Johnson,2010-05-30,2023-04-25
391,Alex,Doe,1970-01-01,2024-05-30
392,Jane,Doe,1970-01-01,2023-04-25
393,Jane,Smith,1970-01-01,2024-05-30
394,Jane,Doe,1990-03-20,2021-02-15
395,John,Johnson,1970-01-01,2023-04-25
396,Jane,Brown,2010-05-30,2024-05-30
397,Emily,Doe,1970-01-01,2023-04-25
398,Alex,Doe,2000-04-25,2021-02-15
399,Alex,Wilson,1990-03-20,2022-03-20
400,Alex,Brown,1970-01-01,2022-03-20
401,Alex,Doe,1990-03-20,2020-01-01
402,Alex,Doe,1970-01-01,2024-05-30
403,John,Doe,1970-01-01,2022-03-20
404,John,Doe,1990-03-20,2023-04-25
405,Chris,Smith,2000-04-25,2024-05-30
406,John,Wilson,2010-05-30,2023-04-25
407,Jane,Smith,2010-05-30,2024-05-30
408,Alex,Johnson,2000-04-25,2021-02-15
409,Alex,Doe,1980-02-15,2022-03-20
410,John,Johnson,1970-01-01,2023-04-25
411,Alex,Brown,2000-04-25,2021-02-15
412,Alex,Brown,2010-05-30,2020-01-01
413,Chris,Smith,2010-05-30,2021-02-15
414,Alex,Doe,2000-04-25,2021-02-15
415,John,Johnson,1980-02-15,2024-05-30
416,John,Johnson,1990-03-20,2020-01-01
417,Emily,Johnson,1990-03-20,2023-04-25
418,Jane,Johnson,1980-02-15,2024-05-30
419,Chris,Johnson,2010-05-30,2023-04-25
420,Emily,Johnson,2010-05-30,2021-02-15
421,Alex,Doe,1980-02-15,2022-03-20
422,John,Brown,2000-04-25,2020-01-01
423,Alex,Smith,1970-01-01,2020-01-01
424,Emily,Wilson,2000-04-25,2022-03-20
425,John,Brown,1990-03-20,2023-04-25
426,Emily,Johnson,1990-03-20,2020-01-01
427,John,Doe,2010-05-30,2022-03-20
428,John,Brown,2010-05-30,2021-02-15
429,Chris,Brown,1990-03-20,2022-03-20
430,Chris,Brown,1980-02-15,2022-03-20
431,Alex,Wilson,2000-04-25,2024-05-30
432,Alex,Wilson,2010-05-30,2024-05-30
433,Chris,Johnson,1970-01-01,2024-05-30
434,Jane,Brown,2010-05-30,2024-05-30
435,Alex,Doe,1980-02-15,2020-01-01
436,Jane,Wilson,1970-01-01,2024-05-30
437,Emily,Doe,1990-03-20,2022-03-20
438,Alex,Wilson,1990-03-20,2020-01-01
439,Jane,Johnson,2010-05-30,2024-05-30
440,Emily,Wilson,1970-01-01,2024-05-30
441,John,Smith,2000-04-25,2024-05-30
442,Alex,Brown,1980-02-15,2023-04-25
443,Chris,Smith,2000-04-25,2023-04-25
444,Chris,Doe,2010-05-30,2020-01-01
445,Emily,Smith,1980-02-15,2022-03-20
446,Alex,Doe,1990-03-20,2023-04-25
447,John,Brown,2010-05-30,2023-04-25
448,Emily,Wilson,2010-05-30,2023-04-25
449,Alex,Wilson,2010-05-30,2023-04-25
450,John,Johnson,1980-02-15,2020-01-01
451,Alex,Doe,2000-04-25,2022-03-20
452,Emily,Wilson,2010-05-30,2020-01-01
453,John,Wilson,1990-03-20,2024-05-30
454,Chris,Doe,1980-02-15,2022-03-20
455,Alex,Doe,1990-03-20,2024-05-30
456,Alex,Doe,2000-04-25,2023-04-25
457,Chris,Wilson,2000-04-25,2023-04-25
458,Alex,Smith,2000-04-25,2021-02-15
459,Chris,Johnson,1980-02-15,2024-05-30
460,Emily,Brown,2000-04-25,2022-03-20
461,Jane,Doe,1980-02-15,2021-02-15
462,Jane,Doe,2000-04-25,2020-01-01
463,John,Doe,2000-04-25,2020-01-01
464,Jane,Johnson,1980-02-15,2022-03-20
465,Chris,Smith,2000-04-25,2022-03-20
466,John,Brown,2000-04-25,2022-03-20
467,Alex,Doe,2000-04-25,2020-01-01
468,Jane,Doe,1990-03-20,2023-04-25
469,Chris,Brown,1990-03-20,2024-05-30
470,Jane,Wilson,1980-02-15,2020-01-01
471,Alex,Johnson,1970-01-01,2022-03-20
472,Alex,Wilson,2010-05-30,2020-01-01
473,Chris,Wilson,1990-03-20,2020-01-01
474,John,Smith,2010-05-30,2023-04-25
475,John,Johnson,2010-05-30,2020-01-01
476,Chris,Smith,2010-05-30,2021-02-15
477,John,Doe,1980-02-15,2023-04-25
478,Jane,Brown,1970-01-01,2021-02-15
479,John,Smith,1990-03-20,2024-05-30
480,John,Wilson,1970-01-01,2023-04-25
481,Alex,Smith,2000-04-25,2020-01-01
482,Chris,Doe,2010-05-30,2021-02-15
483,John,Doe,1980-02-15,2024-05-30
484,John,Johnson,2000-04-25,2022-03-20
485,Alex,Wilson,1980-02-15,2020-01-01
486,Jane,Wilson,1990-03-20,2024-05-30
487,John,Johnson,1970-01-01,2024-05-30
488,Alex,Johnson,2010-05-30,2021-02-15
489,Emily,Johnson,2010-05-30,2023-04-25
490,John,Wilson,2010-05-30,2022-03-20
491,Alex,Smith,1970-01-01,2020-01-01
492,John,Johnson,2010-05-30,2020-01-01
493,Chris,Smith,2000-04-25,2021-02-15
494,Chris,Smith,2000-04-25,2021-02-15
495,Chris,Doe,2010-05-30,2022-03-20
496,John,Brown,2010-05-30,2021-02-15
497,Chris,Smith,2010-05-30,2023-04-25
498,Chris,Doe,2010-05-30,2022-03-20
499,Alex,Smith,2010-05-30,2022-03-20
500,Chris,Doe,1990-03-20,2023-04-25
501,Chris,Smith,2000-04-25,2021-02-15
